"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2023,202301,5043,2023000090802,15228.0,2023000050431,30001,1,1,15390.0,5,1,35,1,1,100,0,0,10,101,1,10,72000,2,20
2023,202301,5205,2023000102305,33858.0,2023000052051,140401,1,1,34020.0,0,2,47,4,1,100,0,0,7,71,1,10,80000,1,11
2023,202301,5529,2023000123873,31752.0,2023000055291,150101,1,2,40662.0,0,1,65,1,2,200,0,0,6,63,1,10,52000,1,11
2023,202301,5691,2023000134025,10368.0,2023000056911,150101,1,1,10368.0,0,2,49,1,7,700,1,100,2,25,1,10,0,1,11
2023,202301,5691,2023000134025,10368.0,2023000056911,150101,1,2,13770.0,0,2,56,1,7,700,1,100,10,101,1,10,150000,1,11
2023,202301,5853,2023000143582,11178.0,2023000058531,140201,1,2,8424.0,0,1,58,1,2,200,0,0,10,101,1,12,20000,1,11
2023,202301,6339,2023000176781,12960.0,2023000063391,140201,1,1,12960.0,1,2,54,1,2,200,0,0,7,71,1,10,54000,1,11
2023,202301,6339,2023000176781,12960.0,2023000063391,140201,1,2,13284.0,1,1,55,1,2,200,0,0,6,63,1,10,130000,1,11
2023,202301,6339,2023000176781,12960.0,2023000063391,140201,1,3,19926.0,0,1,24,6,2,200,0,0,10,101,1,10,5000,1,11
2023,202301,6987,2023000220155,10368.0,2023000069871,280101,1,2,14904.0,0,1,40,1,1,100,0,0,10,101,1,10,54000,1,11
2023,202301,7149,2023000232990,3240.0,2023000071491,50101,1,2,2430.0,0,1,52,1,1,100,0,0,2,26,1,10,0,1,11
2023,202301,7311,2023000245139,37422.0,2023000073111,180101,1,1,37422.0,1,2,24,6,2,200,0,0,6,64,1,10,28000,1,11
2023,202301,7473,2023000255118,4374.0,2023000074731,150201,1,4,11016.0,0,1,22,6,1,100,0,0,6,61,1,10,24000,1,11
2023,202301,7635,2023000266275,6480.0,2023000076351,130101,1,2,6966.0,1,1,59,1,1,100,0,0,5,50,1,10,35000,1,11
2023,202301,7797,2023000278288,12474.0,2023000077971,90001,1,2,7128.0,2,1,54,1,1,100,0,0,6,63,1,10,76000,2,20
2023,202301,7797,2023000278288,12474.0,2023000077971,90001,1,3,12474.0,0,1,24,6,6,620,0,0,8,81,1,10,23000,1,11
2023,202301,7797,2023000278288,12474.0,2023000077971,90001,1,4,12798.0,0,1,20,6,6,620,0,0,6,63,1,10,3000,1,11
2023,202301,7959,2023000288843,11340.0,2023000079591,260001,1,1,11340.0,0,2,42,1,2,200,0,0,6,65,1,10,36000,1,11
2023,202301,7959,2023000288843,11340.0,2023000079591,260001,1,2,10368.0,0,1,44,1,2,200,0,0,6,63,1,10,40000,1,11
2023,202301,8121,2023000299099,19278.0,2023000081211,120201,1,1,19116.0,0,1,35,1,6,610,0,0,11,114,1,10,150000,1,11
2023,202301,8121,2023000299099,19278.0,2023000081211,120201,1,2,13284.0,0,2,32,1,6,610,0,0,11,114,1,10,30000,1,11
2023,202301,8283,2023000310940,7614.0,2023000082831,160001,1,1,7776.0,2,1,36,1,1,100,0,0,6,64,1,10,52000,1,11
2023,202301,8283,2023000310940,7614.0,2023000082831,160001,1,2,7776.0,2,2,33,1,1,100,0,0,6,64,1,10,29000,1,11
2023,202301,8445,2023000321119,6642.0,2023000084451,100001,1,1,6480.0,0,1,43,4,1,100,0,0,6,63,1,10,32000,1,11
2023,202301,8607,2023000332214,17010.0,2023000086071,50101,1,1,17010.0,0,2,55,1,1,100,0,0,11,114,1,10,28000,1,11
2023,202301,8607,2023000332214,17010.0,2023000086071,50101,1,2,19926.0,0,1,62,1,1,100,0,0,6,64,1,10,125000,1,11
2023,202301,8769,2023000341731,9558.0,2023000087691,150201,1,1,9558.0,0,2,62,1,1,100,0,0,11,114,1,10,0,1,11
2023,202301,8931,2023000352454,23814.0,2023000089311,150101,1,1,23814.0,2,1,53,1,1,100,0,0,11,114,1,10,106000,1,13
2023,202301,8931,2023000352454,23814.0,2023000089311,150101,1,3,28836.0,0,1,26,6,1,100,0,0,6,63,1,10,45000,1,11
2023,202301,8931,2023000352454,23814.0,2023000089311,150101,1,4,26730.0,0,1,18,6,1,100,0,0,6,63,1,10,20000,1,11
2023,202301,9093,2023000364127,15390.0,2023000090931,120201,1,2,24624.0,0,1,61,1,1,100,0,0,7,71,1,10,71000,1,11
2023,202301,9417,2023000385825,2106.0,2023000094171,50101,1,1,2106.0,0,1,31,6,1,100,0,0,6,64,1,10,77000,1,11
2023,202301,9903,2023000419790,12312.0,2023000099031,40301,1,1,12150.0,2,1,37,1,1,100,0,0,11,114,1,10,125000,1,11
2023,202301,9903,2023000419790,12312.0,2023000099031,40301,1,2,10044.0,2,2,37,1,1,100,0,0,10,101,1,10,125000,1,11
2023,202301,10065,2023000431524,5670.0,2023000100651,30001,1,1,5832.0,0,1,62,1,1,100,0,0,8,81,1,10,70000,1,11
2023,202301,10227,2023000442112,22032.0,2023000102271,150201,1,1,22032.0,0,2,28,2,1,100,0,0,8,81,1,10,0,1,11
2023,202301,10389,2023000452173,2754.0,2023000103891,220101,1,1,2592.0,1,2,45,1,8,802,0,0,10,101,1,10,41000,1,11
2023,202301,10389,2023000452173,2754.0,2023000103891,220101,1,2,10044.0,1,1,46,1,1,100,0,0,7,71,1,10,60000,1,11
2023,202301,11361,2023000516102,44712.0,2023000113611,20001,1,1,44712.0,1,1,35,4,1,100,0,0,6,63,1,10,24000,1,11
2023,202301,11523,2023000525565,10692.0,2023000115231,260001,1,1,10692.0,1,2,44,1,8,802,0,0,7,71,1,10,100000,1,11
2023,202301,11523,2023000525565,10692.0,2023000115231,260001,1,2,11016.0,1,1,58,1,1,100,0,0,6,65,1,10,50000,1,11
2023,202301,12009,2023000559064,7938.0,2023000120091,50101,1,1,8100.0,2,1,44,1,1,100,0,0,8,81,1,10,35000,1,11
2023,202301,12171,2023000570059,17658.0,2023000121711,280201,1,1,17820.0,3,1,40,1,1,100,0,0,11,115,1,10,480000,1,11
2023,202301,12171,2023000570059,17658.0,2023000121711,280201,1,2,14580.0,3,2,43,1,1,100,0,0,11,115,1,10,480000,1,11
2023,202301,12333,2023000580124,13284.0,2023000123331,210101,1,1,13284.0,2,1,65,1,1,100,0,0,11,114,1,10,50000,1,11
2023,202301,12333,2023000580124,13284.0,2023000123331,210101,1,2,19278.0,2,2,50,1,1,100,0,0,11,114,1,10,72000,1,11
2023,202301,12333,2023000580124,13284.0,2023000123331,210101,1,3,25272.0,0,2,38,6,1,100,0,0,10,101,1,10,25000,1,11
2023,202301,12333,2023000580124,13284.0,2023000123331,210101,1,4,26406.0,0,1,37,6,1,100,0,0,8,81,1,10,30000,1,11
2023,202301,12495,2023000592086,8586.0,2023000124951,260001,1,1,8586.0,1,1,48,1,1,100,0,0,10,101,1,10,74000,1,11
2023,202301,12495,2023000592086,8586.0,2023000124951,260001,1,2,7128.0,1,2,42,1,1,100,0,0,11,114,1,10,65000,1,11
2023,202301,12819,2023000612696,33210.0,2023000128191,20001,1,1,33210.0,0,2,30,6,1,100,0,0,8,81,1,10,48000,1,11
2023,202301,12819,2023000612696,33210.0,2023000128191,20001,1,2,16686.0,0,1,23,6,7,700,1,100,10,101,1,10,16000,1,11
2023,202301,12981,2023000623066,83754.0,2023000129811,260001,1,1,83592.0,1,1,35,1,2,200,0,0,6,65,1,10,36000,1,11
2023,202301,12981,2023000623066,83754.0,2023000129811,260001,1,2,95094.0,1,2,40,1,2,200,0,0,11,115,1,10,36000,1,11
2023,202301,13629,2023000665136,7290.0,2023000136291,10001,1,1,7128.0,0,1,60,4,1,100,0,0,6,63,1,10,32000,1,11
2023,202301,14277,2023000712298,10206.0,2023000142771,100001,1,1,10368.0,0,2,59,1,1,100,0,0,11,114,1,10,40000,1,11
2023,202301,14277,2023000712298,10206.0,2023000142771,100001,1,2,11502.0,0,1,64,1,1,100,0,0,7,71,1,10,38700,1,11
2023,202301,14439,2023000722957,13770.0,2023000144391,180201,1,1,13770.0,0,1,62,1,7,700,2,200,6,65,1,10,25500,1,11
2023,202301,14439,2023000722957,13770.0,2023000144391,180201,1,2,14418.0,0,2,60,1,7,700,2,200,6,63,1,10,3900,1,11
2023,202301,14601,2023000733827,59292.0,2023000146011,170001,1,1,59292.0,1,2,36,6,2,200,0,0,6,63,1,10,22000,1,11
2023,202301,14763,2023000745503,4536.0,2023000147631,230001,1,1,4536.0,0,1,63,1,1,100,0,0,6,63,1,10,123000,1,11
2023,202301,14925,2023000757113,30132.0,2023000149251,110001,1,1,30132.0,1,1,60,1,1,100,0,0,6,63,1,10,33000,2,20
2023,202301,14925,2023000757113,30132.0,2023000149251,110001,1,3,11340.0,0,1,20,6,1,100,0,0,7,71,1,10,14000,1,11
2023,202301,15735,2023000810307,3078.0,2023000157351,200001,1,1,3078.0,0,2,49,6,2,200,0,0,7,71,1,10,41300,1,11
2023,202301,16059,2023000832982,9720.0,2023000160591,220101,1,1,9720.0,1,1,29,1,1,100,0,0,8,81,1,10,0,1,11
2023,202301,16221,2023000844078,87966.0,2023000162211,270201,1,1,87804.0,0,1,26,6,1,100,0,0,10,101,1,10,0,1,11
2023,202301,16383,2023000855106,8910.0,2023000163831,80001,1,3,19602.0,0,2,53,4,1,100,0,0,10,101,1,10,84000,1,11
2023,202301,16545,2023000865345,10854.0,2023000165451,150201,1,1,10854.0,3,1,40,1,1,100,0,0,10,101,1,10,43800,1,11
2023,202301,16707,2023000877088,15390.0,2023000167071,20001,1,1,15390.0,1,1,43,3,1,100,0,0,7,71,1,10,70000,1,11
2023,202301,16869,2023000888285,7128.0,2023000168691,250001,1,1,6966.0,0,1,59,6,1,100,0,0,8,81,1,10,35000,1,11
2023,202301,17193,2023000910440,20412.0,2023000171931,110001,1,1,20574.0,3,2,34,1,1,100,0,0,8,81,1,10,9500,1,11
2023,202301,17193,2023000910440,20412.0,2023000171931,110001,1,2,18144.0,3,1,33,1,1,100,0,0,6,65,1,10,69000,1,13
2023,202301,17355,2023000921172,42444.0,2023000173551,60001,1,1,42444.0,2,1,55,1,1,100,0,0,6,63,1,10,0,1,11
2023,202301,17355,2023000921172,42444.0,2023000173551,60001,1,2,45036.0,2,2,45,1,1,100,0,0,6,65,1,10,0,1,11
2023,202301,17517,2023000932212,3888.0,2023000175171,230001,1,1,3726.0,0,1,62,1,1,100,0,0,6,63,1,10,28000,1,11
2023,202301,17679,2023000942236,1134.0,2023000176791,60001,1,1,1134.0,1,2,36,3,8,802,0,0,11,114,1,10,58000,1,11
2023,202301,17841,2023000952672,10368.0,2023000178411,280101,1,1,10368.0,0,2,64,5,1,100,0,0,6,63,1,10,12800,1,11
2023,202301,18165,2023000974752,38232.0,2023000181651,60001,1,1,38232.0,0,1,28,6,1,100,0,0,6,63,1,10,43000,1,11
2023,202301,18327,2023000986338,1944.0,2023000183271,50101,1,1,1944.0,1,2,31,1,1,100,0,0,10,101,1,10,110000,1,11
2023,202301,18327,2023000986338,1944.0,2023000183271,50101,1,2,2106.0,1,1,36,1,1,100,0,0,10,101,1,10,65000,1,11
2023,202301,18489,2023000997484,10368.0,2023000184891,180101,1,1,10368.0,0,1,44,4,8,826,0,0,10,101,1,10,35000,1,11
2023,202301,18813,2023001018808,17658.0,2023000188131,210101,1,1,17658.0,0,2,27,6,1,100,0,0,11,114,1,10,43800,1,11
2023,202301,18975,2023001030568,23004.0,2023000189751,180201,1,1,22842.0,0,1,24,6,2,200,0,0,7,71,1,10,14000,1,11
2023,202301,19461,2023001066813,12150.0,2023000194611,210101,1,1,12150.0,3,2,41,1,1,100,0,0,11,114,1,10,54000,1,11
2023,202301,19461,2023001066813,12150.0,2023000194611,210101,1,2,12474.0,3,2,54,1,1,100,0,0,6,65,1,10,32000,1,11
2023,202301,20271,2023001123571,29484.0,2023000202711,220101,1,1,29646.0,3,1,53,1,2,200,0,0,7,71,1,10,85000,2,20
2023,202301,20271,2023001123571,29484.0,2023000202711,220101,1,2,28026.0,3,2,49,1,2,200,0,0,4,40,1,10,100000,1,11
2023,202301,20271,2023001123571,29484.0,2023000202711,220101,1,5,51192.0,0,2,24,6,2,200,0,0,10,101,1,10,20000,1,11
2023,202301,20433,2023001135261,10854.0,2023000204331,100001,1,1,10854.0,4,1,52,1,6,600,0,0,10,101,1,10,60000,1,11
2023,202301,20433,2023001135261,10854.0,2023000204331,100001,1,2,10530.0,4,2,55,1,6,600,0,0,10,101,1,10,5300,1,11
2023,202301,20595,2023001147734,21222.0,2023000205951,140201,1,3,12150.0,0,1,51,4,2,200,0,0,10,101,1,10,90000,1,11
2023,202301,20595,2023001147734,21222.0,2023000205951,140201,1,4,18306.0,0,1,43,6,2,200,0,0,10,101,1,10,85000,1,11
2023,202301,20919,2023001171486,38232.0,2023000209191,280301,1,2,19764.0,0,2,23,6,2,200,0,0,7,71,1,10,28800,1,11
2023,202301,21567,2023001216580,12960.0,2023000215671,280101,1,1,12960.0,1,1,47,1,1,100,0,0,8,81,1,10,120000,1,11
2023,202301,21567,2023001216580,12960.0,2023000215671,280101,1,2,14904.0,1,2,43,1,1,100,0,0,11,114,1,10,20000,1,11
2023,202301,21729,2023001228535,9882.0,2023000217291,130101,1,2,5670.0,0,2,62,1,7,700,1,100,6,63,1,10,33600,1,11
2023,202301,21891,2023001237999,11988.0,2023000218911,30001,1,1,11988.0,1,1,55,1,1,100,0,0,6,63,1,10,85000,1,11
2023,202301,21891,2023001237999,11988.0,2023000218911,30001,1,2,16200.0,1,2,50,1,1,100,0,0,6,63,1,10,80000,1,11
2023,202301,22053,2023001248181,25920.0,2023000220531,140201,1,1,25920.0,0,2,60,4,1,100,0,0,10,101,1,10,35000,1,11
2023,202301,22215,2023001257760,17010.0,2023000222151,20001,1,1,17010.0,0,1,26,6,1,100,0,0,8,81,1,10,150000,1,11
2023,202301,22377,2023001267527,10368.0,2023000223771,70001,1,1,10206.0,0,1,23,6,8,826,1,100,7,71,1,10,15000,1,11
2023,202301,22377,2023001267527,10368.0,2023000223771,70001,1,2,6966.0,0,2,25,6,1,100,0,0,8,81,1,10,0,1,11
2023,202301,22539,2023001278944,12960.0,2023000225391,160001,1,1,12960.0,2,2,30,1,1,100,0,0,8,81,1,10,45000,1,11
2023,202301,22539,2023001278944,12960.0,2023000225391,160001,1,2,15714.0,2,1,31,1,1,100,0,0,7,71,1,10,45000,1,11
2023,202301,22863,2023001302305,2916.0,2023000228631,50101,1,1,2916.0,3,1,41,1,6,610,0,0,11,114,1,10,60000,1,11
2023,202301,22863,2023001302305,2916.0,2023000228631,50101,1,2,810.0,3,2,42,1,6,610,0,0,7,71,1,10,36000,1,11
2023,202301,22863,2023001302305,2916.0,2023000228631,50101,1,7,1944.0,1,2,63,1,6,610,0,0,0,2,1,10,20400,1,11
2023,202301,23511,2023001346970,6966.0,2023000235111,40201,1,1,6966.0,0,2,56,1,1,100,0,0,6,61,1,10,71000,1,11
2023,202301,23835,2023001367616,17334.0,2023000238351,240001,1,1,17334.0,0,2,58,6,2,200,0,0,6,63,1,10,30000,1,11
2023,202301,23997,2023001377327,34668.0,2023000239971,20001,1,2,40500.0,0,2,62,1,1,100,0,0,11,114,1,10,0,1,11
2023,202301,24159,2023001387834,40662.0,2023000241591,120201,1,1,40662.0,1,2,61,1,2,200,0,0,10,101,1,10,7500,1,11
2023,202301,24159,2023001387834,40662.0,2023000241591,120201,1,2,18954.0,1,1,63,1,2,200,0,0,8,81,1,10,46000,2,20
2023,202301,24159,2023001387834,40662.0,2023000241591,120201,1,3,63828.0,0,1,26,6,2,200,0,0,7,71,1,10,45000,1,11
2023,202301,24483,2023001408871,19764.0,2023000244831,150101,1,1,19602.0,2,1,46,1,1,100,0,0,10,101,1,10,67000,1,11
2023,202301,24483,2023001408871,19764.0,2023000244831,150101,1,2,17658.0,2,2,45,1,1,100,0,0,11,116,1,10,140000,1,11
2023,202301,24969,2023001442069,2916.0,2023000249691,130101,1,4,1782.0,0,2,63,6,1,100,0,0,6,65,1,10,30000,1,11
2023,202301,25131,2023001453558,19764.0,2023000251311,280201,1,1,19764.0,0,1,24,6,1,100,0,0,7,71,1,10,53000,1,11
2023,202301,25131,2023001453558,19764.0,2023000251311,280201,1,2,21870.0,0,2,27,6,1,100,0,0,11,114,1,12,50000,1,11
2023,202301,25293,2023010016727,6318.0,2023000252931,10102,4,1,6318.0,0,1,21,6,8,845,4,460,6,63,1,14,28000,1,12
2023,202301,25617,2023010114906,42930.0,2023000256171,40002,4,1,42930.0,0,1,41,2,1,100,0,0,7,71,1,10,205000,2,20
2023,202301,25779,2023010155390,3888.0,2023000257791,40002,4,1,3888.0,0,1,51,2,1,100,0,0,6,63,1,10,184000,1,11
2023,202301,26103,2023000158365,3888.0,2023000261031,30002,1,1,3888.0,0,2,28,6,8,826,1,100,10,101,1,10,1300,1,11
2023,202301,26103,2023000158365,3888.0,2023000261031,30002,1,2,4050.0,0,2,33,4,8,826,1,100,2,26,1,10,7500,1,11
2023,202301,26589,2023000442304,6966.0,2023000265891,40002,1,2,6480.0,4,2,52,1,3,381,0,0,6,63,1,10,48100,1,11
2023,202301,26751,2023000545080,3564.0,2023000267511,30002,1,1,3564.0,3,2,65,1,3,381,0,0,6,63,1,10,80000,1,11
2023,202301,26751,2023000545080,3564.0,2023000267511,30002,1,3,4050.0,1,2,38,6,3,381,0,0,6,64,1,10,10000,1,11
2023,202301,27075,2023000744140,9234.0,2023000270751,10102,1,1,9072.0,2,2,37,6,1,100,0,0,6,65,1,10,1000,1,11
2023,202301,27237,2023000850299,6156.0,2023000272371,40002,1,1,6318.0,1,2,55,4,3,381,0,0,7,71,1,10,80000,1,11
2023,202301,27237,2023000850299,6156.0,2023000272371,40002,1,2,13446.0,1,1,54,4,1,100,0,0,10,101,1,10,169000,1,11
2023,202301,27237,2023000850299,6156.0,2023000272371,40002,1,4,20250.0,0,1,27,6,1,100,0,0,10,101,1,10,39000,1,11
2023,202301,27561,2023001045713,9882.0,2023000275611,20002,1,1,9882.0,2,1,43,1,1,100,0,0,7,71,1,10,60000,1,11
2023,202301,27561,2023001045713,9882.0,2023000275611,20002,1,2,8586.0,2,2,38,1,1,100,0,0,10,101,1,10,26000,1,11
2023,202301,27723,2023001134227,28350.0,2023000277231,10202,1,1,28350.0,0,2,26,4,1,100,0,0,10,101,1,10,45000,1,11
2023,202301,28047,2023001322612,25110.0,2023000280471,20002,1,1,24948.0,0,2,60,5,3,381,0,0,6,63,1,10,60000,1,11
2023,202301,28209,2023001429430,18468.0,2023000282091,40002,1,2,6642.0,4,2,33,1,3,381,0,0,6,65,1,10,500,1,11
2023,202301,30801,2023010111293,8424.0,2023000308011,13204,4,1,8424.0,0,1,22,4,2,200,0,0,7,71,1,14,31700,1,12
2023,202301,31449,2023010140631,2592.0,2023000314491,11804,4,1,2592.0,0,1,42,4,7,700,1,100,6,64,1,10,15000,1,11
2023,202301,32421,2023000005073,28674.0,2023000324211,11604,1,1,28674.0,0,2,40,4,1,100,0,0,6,63,1,10,45000,1,11
2023,202301,32583,2023000014371,2430.0,2023000325831,60204,1,1,2430.0,0,2,61,4,1,100,0,0,8,81,1,10,40000,1,11
2023,202301,32745,2023000022807,11988.0,2023000327451,10204,1,1,12150.0,2,1,57,5,8,826,1,100,3,30,1,10,0,1,11
2023,202301,32745,2023000022807,11988.0,2023000327451,10204,1,3,11826.0,0,2,23,6,8,826,1,100,10,101,1,10,31500,1,11
2023,202301,32907,2023000030381,9234.0,2023000329071,60204,1,1,9396.0,0,1,56,4,1,100,0,0,6,63,1,12,39000,1,11
2023,202301,33231,2023000045504,16848.0,2023000332311,11904,1,1,16686.0,2,1,37,6,1,100,0,0,11,115,1,10,123000,1,11
2023,202301,33393,2023000054021,12798.0,2023000333931,10804,1,1,12798.0,4,1,41,1,2,200,0,0,11,115,1,10,100000,1,11
2023,202301,33393,2023000054021,12798.0,2023000333931,10804,1,2,12474.0,4,2,38,1,2,200,0,0,11,115,1,10,0,1,11
2023,202301,33555,2023000061341,3564.0,2023000335551,100004,1,1,3564.0,0,1,59,4,3,315,0,0,10,101,1,10,28000,1,11
2023,202301,33717,2023000068123,7776.0,2023000337171,10504,1,1,7776.0,1,1,62,1,1,100,0,0,11,114,1,10,291000,1,11
2023,202301,33717,2023000068123,7776.0,2023000337171,10504,1,2,6966.0,1,2,60,1,1,100,0,0,11,114,1,10,66000,1,11
2023,202301,33717,2023000068123,7776.0,2023000337171,10504,1,3,7776.0,0,1,26,6,1,100,0,0,8,81,1,10,41000,1,11
2023,202301,33717,2023000068123,7776.0,2023000337171,10504,1,4,7776.0,0,2,26,6,1,100,0,0,10,101,1,10,40000,1,11
2023,202301,34041,2023000084394,9720.0,2023000340411,110104,1,1,9720.0,0,2,60,1,8,826,1,100,7,71,1,10,40700,1,11
2023,202301,34041,2023000084394,9720.0,2023000340411,110104,1,2,7452.0,0,1,61,1,8,826,1,100,6,61,1,10,63000,1,11
2023,202301,34203,2023000092052,17658.0,2023000342031,10904,1,1,17658.0,0,2,25,6,1,100,0,0,8,81,1,10,30000,1,11
2023,202301,34203,2023000092052,17658.0,2023000342031,10904,1,2,15714.0,0,1,30,6,7,700,1,100,7,71,1,10,42000,1,11
2023,202301,34365,2023000099832,9396.0,2023000343651,10204,1,2,5670.0,0,2,62,4,3,361,0,0,6,65,1,10,30000,1,11
2023,202301,34689,2023000115729,20412.0,2023000346891,10404,1,2,18630.0,1,1,64,1,1,100,0,0,6,63,1,10,60000,2,20
2023,202301,34689,2023000115729,20412.0,2023000346891,10404,1,3,18144.0,3,2,31,3,1,100,0,0,7,71,1,10,14700,1,11
2023,202301,35175,2023000138607,41634.0,2023000351751,11004,1,1,41634.0,0,1,35,6,8,801,0,0,7,71,1,10,40000,1,11
2023,202301,35337,2023000146516,32562.0,2023000353371,10604,1,1,32562.0,4,2,41,1,1,100,0,0,8,81,1,10,68000,1,11
2023,202301,35337,2023000146516,32562.0,2023000353371,10604,1,2,32562.0,4,1,53,1,1,100,0,0,8,81,1,10,100000,1,11
2023,202301,35661,2023000163274,9234.0,2023000356611,100004,1,1,9072.0,0,2,53,1,3,315,0,0,7,71,1,10,3000,1,11
2023,202301,35985,2023000179719,21384.0,2023000359851,10904,1,1,21384.0,0,1,25,6,1,100,0,0,10,101,1,10,0,1,11
2023,202301,35985,2023000179719,21384.0,2023000359851,10904,1,2,24138.0,0,2,25,6,1,100,0,0,10,101,1,10,7000,1,11
2023,202301,36471,2023000204687,11502.0,2023000364711,13504,1,1,11502.0,1,1,52,1,1,100,0,0,11,114,1,10,85000,2,20
2023,202301,36471,2023000204687,11502.0,2023000364711,13504,1,2,11664.0,1,2,49,1,1,100,0,0,10,101,1,10,50000,1,11
2023,202301,36633,2023000213146,1620.0,2023000366331,60204,1,1,1620.0,0,2,61,1,1,100,0,0,10,101,1,10,52000,1,11
2023,202301,36795,2023000220640,17010.0,2023000367951,13004,1,1,17010.0,0,2,59,1,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,37281,2023000244271,8910.0,2023000372811,11604,1,1,8910.0,0,2,30,1,1,100,0,0,11,114,1,12,72000,1,11
2023,202301,37281,2023000244271,8910.0,2023000372811,11604,1,2,9720.0,0,1,30,1,1,100,0,0,11,114,1,10,52000,1,11
2023,202301,37443,2023000252851,10044.0,2023000374431,11304,1,1,10044.0,2,2,42,1,1,100,0,0,11,114,1,10,12500,1,11
2023,202301,37443,2023000252851,10044.0,2023000374431,11304,1,2,10530.0,2,1,41,1,1,100,0,0,10,101,1,10,200000,1,11
2023,202301,37605,2023000261048,17820.0,2023000376051,11104,1,1,17982.0,0,1,53,1,8,802,0,0,10,101,1,10,95000,2,20
2023,202301,37605,2023000261048,17820.0,2023000376051,11104,1,2,28836.0,0,2,52,1,1,100,0,0,10,101,1,10,38700,1,11
2023,202301,37929,2023000275355,34344.0,2023000379291,13304,1,1,34344.0,0,1,57,1,1,100,0,0,6,65,1,10,120000,1,11
2023,202301,37929,2023000275355,34344.0,2023000379291,13304,1,2,32562.0,0,2,57,1,1,100,0,0,7,71,1,10,75000,1,11
2023,202301,38253,2023000291377,19602.0,2023000382531,11904,1,1,19602.0,3,1,45,1,1,100,1,100,10,101,1,10,0,1,11
2023,202301,38253,2023000291377,19602.0,2023000382531,11904,1,2,15228.0,3,2,42,1,7,700,4,412,11,114,1,10,120000,1,11
2023,202301,38739,2023000315981,8262.0,2023000387391,11204,1,1,8100.0,2,2,35,1,6,610,0,0,11,114,1,10,141000,1,11
2023,202301,38739,2023000315981,8262.0,2023000387391,11204,1,2,7938.0,2,1,38,1,6,610,0,0,11,114,1,10,270000,1,11
2023,202301,38901,2023000324171,58320.0,2023000389011,80304,1,1,58320.0,0,1,62,1,1,100,0,0,6,65,1,10,63000,1,11
2023,202301,39387,2023000349332,32562.0,2023000393871,190704,1,1,32400.0,0,2,24,6,1,100,0,0,7,71,1,10,35000,1,11
2023,202301,39387,2023000349332,32562.0,2023000393871,190704,1,2,23166.0,0,1,25,6,1,100,0,0,6,65,1,10,16800,1,11
2023,202301,39387,2023000349332,32562.0,2023000393871,190704,1,3,29322.0,1,2,20,6,1,100,0,0,6,63,1,10,26000,1,11
2023,202301,39387,2023000349332,32562.0,2023000393871,190704,1,5,25272.0,0,1,19,6,8,801,0,0,6,63,1,10,26000,1,11
2023,202301,39549,2023000358540,11988.0,2023000395491,12404,1,1,11988.0,0,2,32,6,8,826,1,100,8,81,1,10,2500,1,11
2023,202301,39549,2023000358540,11988.0,2023000395491,12404,1,2,10854.0,0,1,36,4,8,826,1,100,0,2,1,10,80000,1,11
